alcohol,category,country,price,rating,region,varietal,vintage
14,Red,Portugal,450,100,Douro,Portuguese Red,2008
13.5,Red,Portugal,426,99,Douro,Portuguese Red,2004
14,Red,Portugal,106,98,Douro,Portuguese Red,2015
14,Red,Portugal,90,97,Douro,Portuguese Red,2012
14,Red,Portugal,250,97,Douro,Portuguese Red,2007
14,Red,Portugal,100,97,Douro,Portuguese Red,2013
14.5,Red,Portugal,75,97,Alentejo,Portuguese Red,2012
15.5,Red,Portugal,149,96,Douro,Portuguese Red,2013
14,Red,Portugal,60,96,Alentejo,Portuguese Red,2013
15.5,Red,Portugal,90,96,Douro,Portuguese Red,2011
14.5,Red,Portugal,80,96,Douro,Portuguese Red,2011
14,Red,Portugal,55,96,Alentejo,Portuguese Red,2011
14.5,Red,Portugal,100,96,Douro,Portuguese Red,2013
14.5,Red,Portugal,150,96,Douro,Portuguese Red,2015
14,Red,Portugal,80,96,Douro,Portuguese Red,2015
14,Red,Portugal,36,95,Alentejano,Portuguese Red,2007
14.5,Red,Portugal,40,95,Douro,Portuguese Red,2009
14,Red,Portugal,100,95,Douro,Portuguese Red,2014
14.5,Red,Portugal,101,95,Douro,Portuguese Red,2013
14.5,Red,Portugal,34,95,Douro,Portuguese Red,2013
13.5,Red,Portugal,70,95,Douro,Portuguese Red,2012
14.5,Red,Portugal,90,95,Douro,Portuguese Red,2013
13.5,Red,Portugal,90,95,Douro,Portuguese Red,2010
13.5,Red,Portugal,80,95,Douro,Portuguese Red,2015
13,Red,Portugal,72,95,Dão,Portuguese Red,2007
14.5,Red,Portugal,70,95,Douro,Portuguese Red,2008
14.5,Red,Portugal,100,95,Douro,Portuguese Red,2012
14.5,Red,Portugal,100,95,Douro,Portuguese Red,2012
15,Red,Portugal,150,95,Douro,Portuguese Red,2012
14,Red,Portugal,75,95,Douro,Portuguese Red,2012
14.5,Red,Portugal,65,95,Douro,Portuguese Red,2012
15,Red,Portugal,125,95,Douro,Portuguese Red,2007
14.5,Red,Portugal,151,95,Douro,Portuguese Red,2006
13.5,Red,Portugal,73,95,Douro,Portuguese Red,2009
14.5,Red,Portugal,75,95,Douro,Portuguese Red,2009
13.5,Red,Portugal,100,95,Douro,Portuguese Red,2009
13,Red,Portugal,65,95,Dão,Portuguese Red,2008
15,Red,Portugal,145,95,Douro,Portuguese Red,2009
14,Red,Portugal,50,95,Dão,Portuguese Red,2011
14.5,Red,Portugal,40,95,Alentejano,Portuguese Red,2011
14.5,Red,Portugal,46,95,Alentejano,Portuguese Red,2002
14.5,Red,Portugal,50,95,Alentejano,Portuguese Red,2014
14.5,Red,Portugal,80,95,Douro,Portuguese Red,2012
14.5,Red,Portugal,78,95,Douro,Portuguese Red,2014
13.5,Red,Portugal,87,95,Douro,Portuguese Red,2014
14.5,Red,Portugal,180,95,Alentejo,Portuguese Red,2011
14,Red,Portugal,65,95,Douro,Portuguese Red,2014
14,Red,Portugal,50,95,Dão,Portuguese Red,2012
14,Red,Portugal,100,95,Douro,Portuguese Red,2012
14,Red,Portugal,80,95,Douro,Portuguese Red,2012
14,Red,Portugal,40,95,Douro,Touriga Nacional,2012
14.5,Red,Portugal,60,95,Alentejano,Portuguese Red,2013
14,Red,Portugal,99,95,Alentejano,Portuguese Red,2012
14,Red,Portugal,46,95,Alentejo,Portuguese Red,2010
14,Red,Portugal,100,95,Douro,Portuguese Red,2015
12,Red,Portugal,52,95,Douro,Portuguese Red,2015
13,Red,Portugal,110,95,Douro,Portuguese Red,2013
14.5,Red,Portugal,45,95,Douro,Portuguese Red,2013
13.5,Red,Portugal,60,95,Douro,Portuguese Red,2014
13.5,Red,Portugal,45,95,Dão,Portuguese Red,2014
14,Red,Portugal,120,95,Douro,Portuguese Red,2015
14.5,Red,Portugal,55,94,Douro,Portuguese Red,2003
14,Red,Portugal,34,94,Dão,Portuguese Red,2009
14,Red,Portugal,80,94,Douro,Portuguese Red,2010
14.5,Red,Portugal,50,94,Douro,Portuguese Red,2010
13.5,Red,Portugal,63,94,Douro,Portuguese Red,2009
14.5,Red,Portugal,100,94,Douro,Portuguese Red,2010
14,Red,Portugal,120,94,Douro,Portuguese Red,2009
14,Red,Portugal,68,94,Dão,Portuguese Red,2009
14,Red,Portugal,25,94,Alentejano,Portuguese Red,2010
13.5,Red,Portugal,55,94,Beira Interior,Portuguese Red,2010
14.5,Red,Portugal,50,94,Península de Setúbal,Portuguese Red,2008
14,Red,Portugal,65,94,Lisboa,Rhône-style Red Blend,2012
14.5,Red,Portugal,80,94,Douro,Portuguese Red,2013
14,Red,Portugal,94,94,Douro,Portuguese Red,2013
15,Red,Portugal,56,94,Douro,Portuguese Red,2013
13.5,Red,Portugal,78,94,Douro,Touriga Nacional,2013
14,Red,Portugal,35,94,Douro,Portuguese Red,2012
13.5,Red,Portugal,28,94,Alentejano,Portuguese Red,2013
14.5,Red,Portugal,50,94,Lisboa,Portuguese Red,2015
14.5,Red,Portugal,50,94,Lisboa,Portuguese Red,2015
14,Red,Portugal,80,94,Douro,Portuguese Red,2016
14.5,Red,Portugal,79,94,Douro,Portuguese Red,2015
15,Red,Portugal,79,94,Beira Interior,Portuguese Red,2015
13.5,Red,Portugal,75,94,Alentejano,Portuguese Red,2016
14,Red,Portugal,125,94,Douro,Portuguese Red,2015
13.5,Red,Portugal,70,94,Dão,Portuguese Red,2015
14.5,Red,Portugal,55,94,Douro,Portuguese Red,2015
13.5,Red,Portugal,50,94,Alentejano,Portuguese Red,2015
14,Red,Portugal,25,94,Alentejano,Portuguese Red,2015
14,Red,Portugal,65,94,Douro,Portuguese Red,2015
14,Red,Portugal,80,94,Douro,Portuguese Red,2015
14.5,Red,Portugal,65,94,Dão,Portuguese Red,2012
14,Red,Portugal,57,94,Douro,Portuguese Red,2013
14,Red,Portugal,23,94,Douro,Portuguese Red,2015
14.5,Red,Portugal,45,94,Douro,Portuguese Red,2012
14,Red,Portugal,35,94,Dão,Portuguese Red,2008
14,Red,Portugal,33,94,Alentejano,Portuguese Red,2009
14.5,Red,Portugal,23,94,Alentejano,Portuguese Red,2009
14.5,Red,Portugal,50,94,Beiras,Portuguese Red,2004
13,Red,Portugal,72,94,Dão,Portuguese Red,2007
14.5,Red,Portugal,60,94,Dão,Portuguese Red,2007
14,Red,Portugal,40,94,Douro,Portuguese Red,2008
13,Red,Portugal,80,94,Douro,Portuguese Red,2010
14.5,Red,Portugal,30,94,Alentejano,Portuguese Red,2007
14,Red,Portugal,75,94,Douro,Portuguese Red,2012
14.5,Red,Portugal,99,94,Douro,Portuguese Red,2012
14.5,Red,Portugal,70,94,Douro,Portuguese Red,2012
14,Red,Portugal,45,94,Douro,Portuguese Red,2010
14,Red,Portugal,42,94,Douro,Portuguese Red,2010
14.5,Red,Portugal,45,94,Dão,Portuguese Red,2010
13.5,Red,Portugal,90,94,Alentejano,Portuguese Red,2005
14.5,Red,Portugal,99,94,Douro,Portuguese Red,2012
14.5,Red,Portugal,40,94,Alentejano,Portuguese Red,2012
14.5,Red,Portugal,41,94,Península de Setúbal,Portuguese Red,2009
14,Red,Portugal,42,94,Beiras,Baga,2010
14.5,Red,Portugal,35,94,Dão,Touriga Nacional,2009
14.5,Red,Portugal,60,94,Dão,Portuguese Red,2009
14,Red,Portugal,38,94,Alentejano,Portuguese Red,2007
14.5,Red,Portugal,23,94,Alentejano,Portuguese Red,2008
14.5,Red,Portugal,90,94,Alentejano,Portuguese Red,2008
14,Red,Portugal,49,94,Península de Setúbal,Bordeaux-style Red Blend,2007
14,Red,Portugal,35,94,Dão,Portuguese Red,2007
14,Red,Portugal,40,94,Douro,Portuguese Red,2008
14.5,Red,Portugal,60,94,Douro,Portuguese Red,2007
14,Red,Portugal,65,94,Douro,Portuguese Red,2007
13.5,Red,Portugal,40,94,Douro,Portuguese Red,2007
14.5,Red,Portugal,90,94,Alentejano,Portuguese Red,2007
14.5,Red,Portugal,46,94,Dão,Portuguese Red,2009
14.5,Red,Portugal,55,94,Douro,Portuguese Red,2009
14.5,Red,Portugal,35,94,Dão,Portuguese Red,2009
15,Red,Portugal,54,94,Alentejano,Portuguese Red,2009
14.5,Red,Portugal,35,94,Alentejano,Touriga Nacional,2008
13.5,Red,Portugal,40,94,Douro,Portuguese Red,2008
14.5,Red,Portugal,60,94,Douro,Portuguese Red,2009
14.5,Red,Portugal,43,94,Douro,Portuguese Red,2009
15,Red,Portugal,160,94,Douro,Portuguese Red,2011
14,Red,Portugal,73,94,Douro,Portuguese Red,2011
13.5,Red,Portugal,55,94,Beira Interior,Portuguese Red,2011
14.5,Red,Portugal,75,94,Dão,Portuguese Red,2008
14.5,Red,Portugal,80,94,Douro,Portuguese Red,2011
14,Red,Portugal,13,94,Douro,Portuguese Red,2011
14.5,Red,Portugal,45,94,Douro,Portuguese Red,2011
14,Red,Portugal,55,94,Douro,Portuguese Red,2011
14,Red,Portugal,65,94,Douro,Portuguese Red,2010
14.5,Red,Portugal,84,94,Douro,Portuguese Red,2005
14.5,Red,Portugal,150,94,Douro,Portuguese Red,2003
14.5,Red,Portugal,19,94,Douro,Portuguese Red,2004
13.5,Red,Portugal,70,94,Bairrada,Portuguese Red,2012
14,Red,Portugal,50,94,Dão,Touriga Nacional,2013
14.5,Red,Portugal,45,94,Alentejano,Portuguese Red,2013
14,Red,Portugal,150,94,Douro,Portuguese Red,2014
15,Red,Portugal,49,94,Beira Interior,Portuguese Red,2014
13.5,Red,Portugal,45,94,Douro,Portuguese Red,2011
14,Red,Portugal,90,94,Douro,Portuguese Red,2014
15,Red,Portugal,47,94,Douro,Portuguese Red,2010
13,Red,Portugal,50,94,Dão,Portuguese Red,2013
14,Red,Portugal,40,94,Lisboa,Portuguese Red,2013
14.5,Red,Portugal,85,94,Douro,Portuguese Red,2013
14.5,Red,Portugal,70,94,Douro,Portuguese Red,2014
15,Red,Portugal,75,94,Douro,Tinta Roriz,2013
14.5,Red,Portugal,100,94,Douro,Portuguese Red,2013
15,Red,Portugal,45,94,Douro,Portuguese Red,2013
14,Red,Portugal,65,94,Douro,Portuguese Red,2012
14,Red,Portugal,70,94,Douro,Portuguese Red,2013
14.5,Red,Portugal,40,94,Lisboa,Portuguese Red,2012
15,Red,Portugal,275,94,Alentejo,Portuguese Red,2011
14,Red,Portugal,58,94,Dão,Portuguese Red,2010
14,Red,Portugal,110,94,Douro,Portuguese Red,2013
14,Red,Portugal,99,94,Douro,Portuguese Red,2011
14,Red,Portugal,65,94,Douro,Portuguese Red,2013
15,Red,Portugal,59,94,Alentejo,Portuguese Red,2012
14,Red,Portugal,55,94,Douro,Portuguese Red,2013
14.5,Red,Portugal,65,94,Alentejo,Portuguese Red,2011
14.5,Red,Portugal,40,94,Alentejano,Portuguese Red,2012
14,Red,Portugal,45,94,Dão,Portuguese Red,2011
15,Red,Portugal,60,94,Alentejano,Portuguese Red,2011
14.5,Red,Portugal,40,94,Douro,Portuguese Red,2011
14.5,Red,Portugal,64,94,Dão,Portuguese Red,2009
13.5,Red,Portugal,60,94,Lisboa,Rhône-style Red Blend,2013
14,Red,Portugal,60,94,Douro,Portuguese Red,2015
15,Red,Portugal,85,94,Douro,Portuguese Red,2013
14.5,Red,Portugal,35,94,Alentejano,Portuguese Red,2015
14.5,Red,Portugal,99,94,Douro,Portuguese Red,2015
15,Red,Portugal,100,94,Douro,Portuguese Red,2015
14.5,Red,Portugal,54,94,Douro,Portuguese Red,2015
13.5,Red,Portugal,95,94,Douro,Portuguese Red,2015
14,Red,Portugal,30,94,Bairrada,Portuguese Red,2011
13.5,Red,Portugal,60,94,Douro,Portuguese Red,2013
14.5,Red,Portugal,38,94,Península de Setúbal,Bordeaux-style Red Blend,2014
13,Red,Portugal,45,94,Dão,Portuguese Red,2013
14,Red,Portugal,30,94,Dão,Portuguese Red,2012
13.5,Red,Portugal,25,94,Alentejano,Portuguese Red,2014
14,Red,Portugal,20,94,Alentejano,Portuguese Red,2015
15.5,Red,Portugal,60,94,Alentejano,Portuguese Red,2014
13.5,Red,Portugal,38,93,Tejo,Portuguese Red,2010
15,Red,Portugal,50,93,Dão,Portuguese Red,2010
13.5,Red,Portugal,16,93,Beira Interior,Portuguese Red,2010
14.5,Red,Portugal,50,93,Alentejano,Portuguese Red,2010
13.5,Red,Portugal,34,93,Douro,Portuguese Red,2009
14,Red,Portugal,18,93,Douro,Portuguese Red,2009
14,Red,Portugal,35,93,Tejo,Touriga Nacional,2011
14,Red,Portugal,28,93,Lisboa,Touriga Nacional,2010
14,Red,Portugal,40,93,Douro,Portuguese Red,2010
14,Red,Portugal,40,93,Alentejano,Portuguese Red,2010
14,Red,Portugal,59,93,Lisboa,Touriga Nacional,2009
14.5,Red,Portugal,50,93,Península de Setúbal,Bordeaux-style Red Blend,2010
13.5,Red,Portugal,30,93,Beira Interior,Touriga Nacional,2010
15,Red,Portugal,79,93,Douro,Portuguese Red,2009
13.5,Red,Portugal,28,93,Douro,Portuguese Red,2010
14,Red,Portugal,61,93,Península de Setúbal,Alicante Bouschet,2009
14.5,Red,Portugal,26,93,Alentejano,Portuguese Red,2011
14,Red,Portugal,40,93,Alentejano,Portuguese Red,2008
14.5,Red,Portugal,30,93,Lisboa,Portuguese Red,2013
11,Red,Portugal,495,93,Colares,Ramisco,1934
14.5,Red,Portugal,45,93,Alentejano,Portuguese Red,2011
14,Red,Portugal,55,93,Douro,Portuguese Red,2012
13,Red,Portugal,25,93,Dão,Portuguese Red,2011
14.5,Red,Portugal,55,93,Douro,Portuguese Red,2013
14,Red,Portugal,70,93,Douro,Portuguese Red,2013
15,Red,Portugal,47,93,Alentejo,Portuguese Red,2013
14.5,Red,Portugal,69,93,Douro,Portuguese Red,2012
14.5,Red,Portugal,62,93,Douro,Portuguese Red,2013
14,Red,Portugal,30,93,Tejo,Merlot,2013
14.5,Red,Portugal,65,93,Alentejano,Portuguese Red,2012
13.5,Red,Portugal,35,93,Douro,Portuguese Red,2012
14.5,Red,Portugal,40,93,Douro,Portuguese Red,2013
14,Red,Portugal,40,93,Tejo,Rhône-style Red Blend,2014
14,Red,Portugal,39,93,Douro,Portuguese Red,2011
14,Red,Portugal,50,93,Tejo,Portuguese Red,2014
14,Red,Portugal,25,93,Douro,Portuguese Red,2012
14.5,Red,Portugal,32,93,Dão,Jaen,2010
14,Red,Portugal,50,93,Península de Setúbal,Alicante Bouschet,2010
15,Red,Portugal,60,93,Alentejano,Portuguese Red,2013
14,Red,Portugal,60,93,Dão,Portuguese Red,2010
13.5,Red,Portugal,40,93,Dão,Touriga Nacional,2016
14.5,Red,Portugal,25,93,Alentejo,Portuguese Red,2014
14.5,Red,Portugal,35,93,Alentejo,Portuguese Red,2014
14.5,Red,Portugal,45,93,Douro,Portuguese Red,2015
15,Red,Portugal,81,93,Alentejano,Portuguese Red,2014
14.5,Red,Portugal,65,93,Alentejo,Portuguese Red,2013
14,Red,Portugal,35,93,Duriense,Cabernet Sauvignon,2015
13.5,Red,Portugal,25,93,Douro,Portuguese Red,2016
14.5,Red,Portugal,75,93,Alentejo,Portuguese Red,2015
13.5,Red,Portugal,17,93,Alentejano,Portuguese Red,2016
14,Red,Portugal,50,93,Tejo,Portuguese Red,2015
14.5,Red,Portugal,40,93,Douro,Portuguese Red,2014
13.5,Red,Portugal,25,93,Douro,Portuguese Red,2016
15,Red,Portugal,80,93,Alentejano,Petit Verdot,2010
14,Red,Portugal,45,93,Tejo,Touriga Nacional,2016
14,Red,Portugal,35,93,Douro,Portuguese Red,2014
14,Red,Portugal,30,93,Tejo,Portuguese Red,2012
13.5,Red,Portugal,48,93,Tejo,Portuguese Red,2015
14.5,Red,Portugal,80,93,Douro,Tinta Roriz,2015
13,Red,Portugal,45,93,Dão,Portuguese Red,2014
14.5,Red,Portugal,35,93,Tejo,Touriga Nacional,2008
13,Red,Portugal,14,93,Beiras,Touriga Nacional,2008
14,Red,Portugal,40,93,Douro,Portuguese Red,2008
14,Red,Portugal,54,93,Alentejano,Portuguese Red,2008
13.5,Red,Portugal,29,93,Dão,Portuguese Red,2007
14,Red,Portugal,45,93,Alentejo,Portuguese Red,2008
14,Red,Portugal,39,93,Douro,Portuguese Red,2008
14,Red,Portugal,50,93,Douro,Portuguese Red,2008
14,Red,Portugal,20,93,Dão,Touriga Nacional,2007
13.5,Red,Portugal,39,93,Lisboa,Portuguese Red,2008
14.5,Red,Portugal,30,93,Douro,Portuguese Red,2007
14.5,Red,Portugal,40,93,Setubal,Portuguese Red,2008
15,Red,Portugal,50,93,Douro,Portuguese Red,2007
14,Red,Portugal,25,93,Tejo,Portuguese Red,2007
14,Red,Portugal,45,93,Douro,Portuguese Red,2007
14.5,Red,Portugal,72,93,Douro,Portuguese Red,2008
14.5,Red,Portugal,60,93,Alentejo,Portuguese Red,2007
14.5,Red,Portugal,41,93,Douro,Portuguese Red,2008
13.5,Red,Portugal,45,93,Douro,Portuguese Red,2007
14,Red,Portugal,60,93,Douro,Portuguese Red,2012
14,Red,Portugal,25,93,Tejo,Portuguese Red,2010
15,Red,Portugal,77,93,Tejo,Portuguese Red,2012
14,Red,Portugal,45,93,Alentejano,Portuguese Red,2010
14.5,Red,Portugal,50,93,Douro,Portuguese Red,2012
14.5,Red,Portugal,23,93,Alentejo,Portuguese Red,2011
14,Red,Portugal,20,93,Beira Atlantico,Portuguese Red,2011
14,Red,Portugal,30,93,Tejo,Portuguese Red,2011
14,Red,Portugal,36,93,Tejo,Touriga Nacional,2012
14.5,Red,Portugal,35,93,Alentejo,Touriga Nacional,2011
13.5,Red,Portugal,29,93,Bairrada,Portuguese Red,2011
14.5,Red,Portugal,55,93,Lisboa,Touriga Nacional,2011
14,Red,Portugal,40,93,Bairrada,Portuguese Red,2011
14,Red,Portugal,45,93,Douro,Portuguese Red,2010
14,Red,Portugal,60,93,Dão,Touriga Nacional,2010
14,Red,Portugal,35,93,Dão,Portuguese Red,2010
14,Red,Portugal,40,93,Douro,Portuguese Red,2012
14,Red,Portugal,65,93,Douro,Portuguese Red,2012
13.5,Red,Portugal,18,93,Douro,Portuguese Red,2012
14.5,Red,Portugal,26,93,Alentejano,Portuguese Red,2012
14.5,Red,Portugal,32,93,Dão,Jaen,2009
14,Red,Portugal,55,93,Douro,Portuguese Red,2012
14.5,Red,Portugal,32,93,Dão,Tinta Roriz,2009
13.5,Red,Portugal,37,93,Lisboa,Portuguese Red,2010
14,Red,Portugal,41,93,Douro,Portuguese Red,2008
14,Red,Portugal,20,93,Dão,Portuguese Red,2011
14,Red,Portugal,40,93,Douro,Portuguese Red,2011
14,Red,Portugal,40,93,Douro,Portuguese Red,2011
14,Red,Portugal,35,93,Dão,Portuguese Red,2011
14,Red,Portugal,65,93,Lisboa,Portuguese Red,2009
14,Red,Portugal,49,93,Alentejano,Portuguese Red,2010
13.5,Red,Portugal,20,93,Beira Interior,Portuguese Red,2012
14.5,Red,Portugal,89,93,Alentejano,Portuguese Red,2011
14.5,Red,Portugal,31,93,Península de Setúbal,Bordeaux-style Red Blend,2011
14.5,Red,Portugal,30,93,Península de Setúbal,Cabernet Sauvignon,2008
14.5,Red,Portugal,45,93,Douro,Portuguese Red,2007
15.5,Red,Portugal,125,93,Douro,Portuguese Red,2007
14,Red,Portugal,43,93,Douro,Portuguese Red,2008
13.5,Red,Portugal,49,93,Douro,Portuguese Red,2007
14.5,Red,Portugal,50,93,Bairrada,Portuguese Red,2003
13.5,Red,Portugal,50,93,Douro,Portuguese Red,2007
14,Red,Portugal,30,93,Terras do Sado,Bordeaux-style Red Blend,2007
13.5,Red,Portugal,25,93,Estremadura,Portuguese Red,2005
14.5,Red,Portugal,100,93,Douro,Touriga Nacional,2006
14.5,Red,Portugal,50,93,Douro,Portuguese Red,2006
14.5,Red,Portugal,60,93,Douro,Portuguese Red,2010
14,Red,Portugal,35,93,Alentejano,Syrah,2009
14,Red,Portugal,27,93,Dão,Portuguese Red,2008
13.5,Red,Portugal,55,93,Beira Interior,Portuguese Red,2009
14,Red,Portugal,39,93,Douro,Portuguese Red,2009
14,Red,Portugal,40,93,Douro,Portuguese Red,2009
15,Red,Portugal,60,93,Douro,Portuguese Red,2009
13.5,Red,Portugal,28,93,Douro,Portuguese Red,2009
14,Red,Portugal,70,93,Beiras,Portuguese Red,2009
13.8,Red,Portugal,30,93,Lisboa,Portuguese Red,2009
14.5,Red,Portugal,45,93,Douro,Portuguese Red,2009
14,Red,Portugal,24,93,Alentejano,Portuguese Red,2010
14,Red,Portugal,40,93,Alentejano,Portuguese Red,2008
14,Red,Portugal,30,93,Douro,Portuguese Red,2009
14.5,Red,Portugal,35,93,Alentejano,Syrah,2008
14,Red,Portugal,38,93,Douro,Portuguese Red,2009
13,Red,Portugal,65,93,Dão,Portuguese Red,2008
13.5,Red,Portugal,40,93,Douro,Portuguese Red,2008
15.5,Red,Portugal,90,93,Alentejano,Portuguese Red,2009
13.5,Red,Portugal,15,93,Douro,Portuguese Red,2009
14.5,Red,Portugal,60,93,Alentejano,Portuguese Red,2005
14,Red,Portugal,60,93,Douro,Portuguese Red,2008
13.5,Red,Portugal,70,93,Beiras,Baga,2007
14.5,Red,Portugal,80,93,Douro,Touriga Nacional,2011
14,Red,Portugal,45,93,Douro,Portuguese Red,2011
14,Red,Portugal,16,93,Alentejano,Portuguese Red,2011
14.5,Red,Portugal,50,93,Douro,Portuguese Red,2011
14,Red,Portugal,35,93,Dão,Touriga Nacional,2011
14,Red,Portugal,23,93,Tejo,Portuguese Red,2011
14,Red,Portugal,55,93,Lisboa,Portuguese Red,2011
14.5,Red,Portugal,45,93,Alentejano,Portuguese Red,2011
13.5,Red,Portugal,20,93,Dão,Portuguese Red,2010
14,Red,Portugal,80,93,Bairrada,Baga,2010
14.5,Red,Portugal,80,93,Douro,Portuguese Red,2011
14.5,Red,Portugal,40,93,Alentejano,Portuguese Red,2011
14,Red,Portugal,18,93,Douro,Portuguese Red,2011
14.5,Red,Portugal,79,93,Douro,Portuguese Red,2010
13.5,Red,Portugal,35,93,Dão,Portuguese Red,2009
14,Red,Portugal,60,93,Douro,Portuguese Red,2011
14,Red,Portugal,39,93,Douro,Portuguese Red,2009
14,Red,Portugal,36,93,Lisboa,Portuguese Red,2009
14,Red,Portugal,23,93,Douro,Portuguese Red,2004
14,Red,Portugal,95,93,Douro,Portuguese Red,2004
14.5,Red,Portugal,90,93,Alentejano,Portuguese Red,2005
14.5,Red,Portugal,56,93,Douro,Portuguese Red,2003
14,Red,Portugal,70,93,Douro,Portuguese Red,2003
14,Red,Portugal,60,93,Douro,Portuguese Red,2015
13.5,Red,Portugal,23,93,Douro,Portuguese Red,2011
14,Red,Portugal,29,93,Douro,Portuguese Red,2009
14.5,Red,Portugal,45,93,Douro,Portuguese Red,2014
13.5,Red,Portugal,30,93,Douro,Portuguese Red,2014
14.5,Red,Portugal,40,93,Douro,Portuguese Red,2014
14.5,Red,Portugal,70,93,Dão,Portuguese Red,2011
14,Red,Portugal,30,93,Tejo,Merlot,2014
14,Red,Portugal,55,93,Tejo,Touriga Nacional,2015
13.5,Red,Portugal,70,93,Douro,Touriga Nacional,2014
14.5,Red,Portugal,59,93,Alentejano,Portuguese Red,2014
14.5,Red,Portugal,38,93,Douro,Portuguese Red,2013
14,Red,Portugal,25,93,Alentejano,Portuguese Red,2015
14.5,Red,Portugal,50,93,Lisboa,Portuguese Red,2012
14,Red,Portugal,36,93,Tejo,Touriga Nacional,2014
13.5,Red,Portugal,87,93,Douro,Touriga Nacional,2014
13.5,Red,Portugal,60,93,Dão,Portuguese Red,2012
13.5,Red,Portugal,30,93,Douro,Portuguese Red,2011
14,Red,Portugal,60,93,Beira Atlantico,Baga,2013
15,Red,Portugal,70,93,Douro,Portuguese Red,2011
14,Red,Portugal,30,93,Dão,Touriga Nacional,2011
14.5,Red,Portugal,35,93,Alentejano,Portuguese Red,2014
14,Red,Portugal,40,93,Lisboa,Portuguese Red,2013
15,Red,Portugal,60,93,Douro,Portuguese Red,2013
14,Red,Portugal,20,93,Alentejo,Portuguese Red,2012
15,Red,Portugal,200,93,Douro,Portuguese Red,2005
15,Red,Portugal,90,93,Alentejano,Portuguese Red,2006
14,Red,Portugal,60,93,Douro,Portuguese Red,2006
14,Red,Portugal,65,93,Douro,Portuguese Red,2013
15,Red,Portugal,28,93,Lisboa,Portuguese Red,2012
14.5,Red,Portugal,30,93,Alentejo,Portuguese Red,2013
15,Red,Portugal,16,93,Alentejano,Portuguese Red,2014
13.5,Red,Portugal,20,93,Douro,Portuguese Red,2013
14,Red,Portugal,35,93,Alentejano,Alicante Bouschet,2014
14,Red,Portugal,13,93,Bairrada,Touriga Nacional,2012
14,Red,Portugal,25,93,Douro,Portuguese Red,2013
13.5,Red,Portugal,18,93,Lisboa,Portuguese Red,2011
14,Red,Portugal,80,93,Douro,Portuguese Red,2013
15,Red,Portugal,65,93,Douro,Portuguese Red,2011
14.5,Red,Portugal,40,93,Douro,Portuguese Red,2013
14,Red,Portugal,55,93,Douro,Portuguese Red,2012
14,Red,Portugal,20,93,Douro,Portuguese Red,2013
14,Red,Portugal,110,93,Douro,Portuguese Red,2013
14.5,Red,Portugal,30,93,Douro,Portuguese Red,2012
14,Red,Portugal,30,93,Alentejano,Portuguese Red,2014
14.5,Red,Portugal,27,93,Lisboa,Portuguese Red,2011
14.5,Red,Portugal,50,93,Alentejano,Portuguese Red,2013
14,Red,Portugal,50,93,Tejo,Portuguese Red,2012
14,Red,Portugal,35,93,Dão,Portuguese Red,2012
13,Red,Portugal,50,93,Dão,Portuguese Red,2012
14,Red,Portugal,30,93,Lisboa,Portuguese Red,2010
14.5,Red,Portugal,45,93,Alentejano,Portuguese Red,2010
14,Red,Portugal,25,93,Beira Interior,Portuguese Red,2013
14.5,Red,Portugal,35,93,Alentejano,Portuguese Red,2012
14,Red,Portugal,30,93,Lisboa,Portuguese Red,2012
13.5,Red,Portugal,18,93,Palmela,Castelão,2012
14.5,Red,Portugal,22,93,Alentejo,Portuguese Red,2011
14,Red,Portugal,24,93,Alentejano,Portuguese Red,2011
14,Red,Portugal,45,93,Douro,Portuguese Red,2012
14,Red,Portugal,80,93,Bairrada,Baga,2009
14,Red,Portugal,48,93,Alentejo,Portuguese Red,2012
14,Red,Portugal,80,93,Douro,Portuguese Red,2012
14,Red,Portugal,50,93,Dão,Touriga Nacional,2012
14.5,Red,Portugal,55,93,Alentejo,Portuguese Red,2012
13,Red,Portugal,50,93,Dão,Alfrocheiro,2012
14,Red,Portugal,25,93,Dão,Portuguese Red,2010
14,Red,Portugal,30,93,Dão,Portuguese Red,2011
14,Red,Portugal,60,93,Beira Atlantico,Baga,2011
14,Red,Portugal,40,93,Alentejano,Portuguese Red,2011
14,Red,Portugal,75,93,Alentejano,Alicante Bouschet,2009
14,Red,Portugal,64,93,Dão,Portuguese Red,2011
14.5,Red,Portugal,63,93,Bairrada,Portuguese Red,2010
15,Red,Portugal,55,93,Alentejano,Portuguese Red,2013
14,Red,Portugal,35,93,Lisboa,Portuguese Red,2013
13.5,Red,Portugal,29,93,Douro,Touriga Nacional,2015
14.5,Red,Portugal,40,93,Douro Superior,Portuguese Red,2015
14,Red,Portugal,70,93,Dão,Portuguese Red,2012
14,Red,Portugal,30,93,Douro,Portuguese Red,2015
14,Red,Portugal,35,93,Douro,Portuguese Red,2015
13,Red,Portugal,70,93,Bairrada,Portuguese Red,2013
14,Red,Portugal,85,93,Douro,Portuguese Red,2014
15,Red,Portugal,70,93,Douro,Portuguese Red,2013
14.5,Red,Portugal,35,93,Alentejano,Portuguese Red,2015
14,Red,Portugal,38,93,Douro,Portuguese Red,2015
13,Red,Portugal,54,93,Douro,Portuguese Red,2015
14,Red,Portugal,75,93,Douro,Portuguese Red,2013
14,Red,Portugal,110,93,Douro,Portuguese Red,2015
