alcohol,category,country,price,rating,region,varietal,vintage
12.5,Red,Portugal,26.0,87,Douro,Portuguese Red,1999.0
12.5,Red,Portugal,45.0,88,Alentejo,Portuguese Red,1999.0
12.5,Red,Portugal,16.0,85,Dão,Portuguese Red,1998.0
12.5,Red,Portugal,13.0,80,Bairrada,Touriga Nacional-Cabernet Sauvignon,1999.0
12.0,Red,Portugal,8.0,82,Douro,Portuguese Red,1999.0
12.5,Red,Portugal,8.0,83,Dão,Portuguese Red,1999.0
12.5,Red,Portugal,9.0,83,Ribatejo,Portuguese Red,1996.0
12.0,Red,Portugal,6.0,83,Alentejo,Portuguese Red,1999.0
13.0,Red,Portugal,15.0,84,Douro,Portuguese Red,1998.0
12.0,Red,Portugal,6.0,84,Douro,Portuguese Red,1999.0
12.0,Red,Portugal,9.0,84,Alentejo,Portuguese Red,1999.0
12.0,Red,Portugal,18.0,84,Douro,Portuguese Red,1997.0
13.5,Red,Portugal,5.0,85,Douro,Touriga Nacional,1999.0
12.5,Red,Portugal,7.0,87,Palmela,Red Blend,1999.0
12.5,Red,Portugal,46.0,87,Douro,Red Blend,1989.0
12.5,Red,Portugal,14.0,86,Douro,Red Blend,1998.0
12.5,Red,Portugal,10.0,87,Douro,Red Blend,1997.0
14.5,Red,Portugal,22.0,89,Douro,Red Blend,1997.0
12.5,Red,Portugal,80.0,90,Douro,Red Blend,1991.0
12.5,Red,Portugal,19.0,88,Douro,Red Blend,1994.0
13.0,Red,Portugal,30.0,89,Bairrada,Baga,2013.0
14.0,Red,Portugal,36.0,95,Alentejano,Portuguese Red,2007.0
14.0,Red,Portugal,34.0,94,Dão,Portuguese Red,2009.0
14.0,Red,Portugal,80.0,94,Douro,Portuguese Red,2010.0
13.0,Red,Portugal,18.0,92,Lisboa,Portuguese Red,2008.0
14.0,Red,Portugal,58.0,91,Alentejano,Portuguese Red,2009.0
13.0,Red,Portugal,13.0,91,Lisboa,Alicante Bouschet,2012.0
13.5,Red,Portugal,16.0,92,Lisboa,Portuguese Red,2010.0
13.5,Red,Portugal,34.0,92,Alentejano,Portuguese Red,2010.0
14.5,Red,Portugal,25.0,92,Alentejano,Portuguese Red,2009.0
13.5,Red,Portugal,38.0,93,Tejo,Portuguese Red,2010.0
15.0,Red,Portugal,50.0,93,Dão,Portuguese Red,2010.0
13.5,Red,Portugal,16.0,93,Beira Interior,Portuguese Red,2010.0
14.5,Red,Portugal,50.0,93,Alentejano,Portuguese Red,2010.0
14.0,Red,Portugal,16.0,90,Alentejo,Portuguese Red,2011.0
14.0,Red,Portugal,15.0,90,Alentejano,Portuguese Red,2012.0
13.5,Red,Portugal,14.0,90,Alentejo,Portuguese Red,2010.0
14.5,Red,Portugal,17.5,90,Alentejano,Portuguese Red,2011.0
14.0,Red,Portugal,22.0,90,Dão,Portuguese Red,2010.0
14.0,Red,Portugal,16.0,90,Tejo,Portuguese Red,2009.0
14.5,Red,Portugal,15.0,90,Alentejano,Portuguese Red,2011.0
14.0,Red,Portugal,30.0,90,Douro,Portuguese Red,2011.0
13.5,Red,Portugal,9.0,90,Douro,Portuguese Red,2011.0
14.0,Red,Portugal,15.0,90,Península de Setúbal,Castelão,2011.0
14.0,Red,Portugal,45.0,90,Douro,Portuguese Red,2009.0
14.0,Red,Portugal,15.0,90,Tejo,Portuguese Red,2011.0
13.5,Red,Portugal,15.0,90,Lisboa,Cabernet Sauvignon,2010.0
13.5,Red,Portugal,20.0,90,Tejo,Portuguese Red,2010.0
13.5,Red,Portugal,9.0,90,Douro,Portuguese Red,2011.0
14.0,Red,Portugal,18.0,91,Douro,Portuguese Red,2011.0
14.0,Red,Portugal,18.0,91,Dão,Portuguese Red,2009.0
14.5,Red,Portugal,15.0,91,Alentejo,Portuguese Red,2007.0
14.0,Red,Portugal,36.0,91,Tejo,Portuguese Red,2009.0
13.0,Red,Portugal,16.0,89,Tejo,Touriga Nacional-Cabernet Sauvignon,2011.0
13.5,Red,Portugal,15.0,88,Tejo,Portuguese Red,2010.0
14.0,Red,Portugal,19.0,89,Tejo,Portuguese Red,2011.0
13.0,Red,Portugal,12.0,89,Beira Interior,Portuguese Red,2010.0
14.0,Red,Portugal,18.0,90,Alentejo,Portuguese Red,2007.0
14.0,Red,Portugal,12.0,87,Dão,Portuguese Red,2010.0
12.5,Red,Portugal,9.0,87,Lisboa,Portuguese Red,2010.0
13.5,Red,Portugal,10.0,87,Alentejano,Portuguese Red,2010.0
13.0,Red,Portugal,9.0,87,Lisboa,Portuguese Red,2010.0
13.5,Red,Portugal,25.0,88,Douro,Portuguese Red,2009.0
13.5,Red,Portugal,12.0,88,Dão,Portuguese Red,2010.0
14.0,Red,Portugal,18.0,88,Alentejano,Portuguese Red,2011.0
15.0,Red,Portugal,35.0,88,Dão,Portuguese Red,2011.0
13.0,Red,Portugal,12.0,88,Douro,Portuguese Red,2011.0
14.5,Red,Portugal,28.0,88,Tejo,Portuguese Red,2009.0
14.5,Red,Portugal,15.0,88,Douro,Portuguese Red,2011.0
14.0,Red,Portugal,12.0,86,Tejo,Portuguese Red,2011.0
14.0,Red,Portugal,10.0,85,Alentejano,Portuguese Red,2011.0
14.0,Red,Portugal,7.0,86,Tejo,Portuguese Red,2010.0
14.0,Red,Portugal,13.0,86,Tejo,Portuguese Red,2011.0
13.0,Red,Portugal,10.0,86,Tejo,Portuguese Red,2011.0
13.5,Red,Portugal,8.0,86,Alentejano,Portuguese Red,2012.0
14.0,Red,Portugal,7.0,86,Alentejano,Portuguese Red,2010.0
14.0,Red,Portugal,11.0,87,Palmela,Castelão,2010.0
14.5,Red,Portugal,14.0,87,Alentejo,Portuguese Red,2011.0
13.0,Red,Portugal,8.0,87,Lisboa,Portuguese Red,2010.0
14.0,Red,Portugal,14.0,87,Alentejano,Portuguese Red,2011.0
13.0,Red,Portugal,12.0,87,Douro,Portuguese Red,2011.0
13.0,Red,Portugal,12.0,87,Tejo,Portuguese Red,2010.0
13.5,Red,Portugal,10.0,87,Lisboa,Portuguese Red,2011.0
13.0,Red,Portugal,9.0,85,Lisboa,Portuguese Red,2010.0
12.5,Red,Portugal,8.0,83,Lisboa,Portuguese Red,2010.0
13.0,Red,Portugal,9.0,84,Lisboa,Portuguese Red,2011.0
14.0,Red,Portugal,12.0,85,Tejo,Portuguese Red,2011.0
14.0,Red,Portugal,5.0,85,Alentejano,Portuguese Red,2011.0
13.5,Red,Portugal,5.0,85,Tejo,Portuguese Red,2012.0
14.0,Red,Portugal,21.0,85,Douro,Touriga Nacional,2011.0
13.5,Red,Portugal,10.0,85,Tejo,Portuguese Red,2010.0
13.0,Red,Portugal,9.0,85,Lisboa,Touriga Nacional-Cabernet Sauvignon,2010.0
13.0,Red,Portugal,16.0,85,Tejo,Trincadeira,2009.0
14.0,Red,Portugal,18.0,85,Douro,Portuguese Red,2011.0
14.0,Red,Portugal,12.0,84,Tejo,Touriga Nacional,2009.0
13.5,Red,Portugal,34.0,93,Douro,Portuguese Red,2009.0
13.5,Red,Portugal,20.0,92,Lisboa,Portuguese Red,2009.0
14.0,Red,Portugal,18.0,93,Douro,Portuguese Red,2009.0
14.0,Red,Portugal,35.0,93,Tejo,Touriga Nacional,2011.0
14.0,Red,Portugal,15.0,92,Tejo,Portuguese Red,2011.0
14.0,Red,Portugal,15.0,92,Tejo,Touriga Nacional-Cabernet Sauvignon,2011.0
14.5,Red,Portugal,50.0,94,Douro,Portuguese Red,2010.0
14.0,Red,Portugal,28.0,93,Lisboa,Touriga Nacional,2010.0
14.0,Red,Portugal,40.0,93,Douro,Portuguese Red,2010.0
13.5,Red,Portugal,63.0,94,Douro,Portuguese Red,2009.0
14.5,Red,Portugal,100.0,94,Douro,Portuguese Red,2010.0
14.0,Red,Portugal,22.0,92,Douro,Portuguese Red,2010.0
14.5,Red,Portugal,40.0,95,Douro,Portuguese Red,2009.0
13.5,Red,Portugal,18.0,91,Lisboa,Red Blend,2008.0
14.0,Red,Portugal,12.0,90,Tejo,Portuguese Red,2011.0
14.0,Red,Portugal,10.0,90,Alentejo,Portuguese Red,2012.0
13.0,Red,Portugal,30.0,90,Dão,Portuguese Red,2008.0
14.5,Red,Portugal,75.0,91,Alentejo,Portuguese Red,2011.0
15.0,Red,Portugal,55.0,90,Douro,Portuguese Red,2011.0
13.5,Red,Portugal,22.0,90,Douro,Portuguese Red,2009.0
14.0,Red,Portugal,20.0,91,Beiras,Baga-Touriga Nacional,2010.0
14.0,Red,Portugal,30.0,90,Palmela,Castelão,2010.0
12.5,Red,Portugal,22.0,88,Douro,Portuguese Red,2010.0
13.0,Red,Portugal,34.0,88,Douro,Touriga Nacional,2010.0
13.5,Red,Portugal,15.0,88,Tejo,Touriga Nacional-Cabernet Sauvignon,2010.0
14.0,Red,Portugal,12.0,88,Alentejo,Portuguese Red,2012.0
14.5,Red,Portugal,40.0,88,Alentejano,Touriga Nacional-Cabernet Sauvignon,2011.0
12.5,Red,Portugal,34.0,89,Douro,Portuguese Red,2010.0
14.0,Red,Portugal,28.0,89,Douro,Portuguese Red,2010.0
14.0,Red,Portugal,12.0,89,Tejo,Cabernet Sauvignon,2011.0
14.0,Red,Portugal,17.0,89,Lisboa,Touriga Nacional,2009.0
13.0,Red,Portugal,34.0,89,Duriense,Touriga Nacional Blend,2010.0
14.0,Red,Portugal,15.0,87,Alentejo,Portuguese Red,2012.0
15.0,Red,Portugal,55.0,87,Douro,Portuguese Red,2011.0
12.5,Red,Portugal,7.0,87,Lisboa,Portuguese Red,2010.0
13.0,Red,Portugal,9.0,87,Lisboa,Touriga Nacional,2009.0
13.0,Red,Portugal,27.0,88,Dão,Touriga Nacional,2009.0
13.0,Red,Portugal,7.0,88,Tejo,Portuguese Red,2012.0
14.5,Red,Portugal,11.0,86,Tejo,Portuguese Red,2011.0
13.5,Red,Portugal,10.0,86,Tejo,Portuguese Red,2012.0
13.0,Red,Portugal,9.0,86,Tejo,Touriga Nacional-Cabernet Sauvignon,2012.0
14.0,Red,Portugal,15.0,87,Palmela,Castelão,2010.0
11.5,Red,Portugal,6.0,85,Lisboa,Portuguese Red,2011.0
14.0,Red,Portugal,21.0,86,Alentejano,Portuguese Red,2012.0
13.0,Red,Portugal,11.0,86,Península de Setúbal,Castelão,2011.0
13.0,Red,Portugal,15.0,84,Dão,Portuguese Red,2011.0
14.0,Red,Portugal,14.0,84,Douro,Portuguese Red,2009.0
14.0,Red,Portugal,40.0,93,Alentejano,Portuguese Red,2010.0
13.5,Red,Portugal,22.0,92,Douro,Portuguese Red,2011.0
14.0,Red,Portugal,30.0,92,Alentejano,Portuguese Red,2010.0
13.5,Red,Portugal,16.0,92,Tejo,Portuguese Red,2010.0
14.0,Red,Portugal,42.0,92,Península de Setúbal,Portuguese Red,2010.0
13.5,Red,Portugal,30.0,92,Lisboa,Touriga Nacional,2010.0
14.0,Red,Portugal,59.0,93,Lisboa,Touriga Nacional,2009.0
14.5,Red,Portugal,50.0,93,Península de Setúbal,Bordeaux-style Red Blend,2010.0
13.5,Red,Portugal,30.0,93,Beira Interior,Touriga Nacional,2010.0
15.0,Red,Portugal,79.0,93,Douro,Portuguese Red,2009.0
13.5,Red,Portugal,28.0,93,Douro,Portuguese Red,2010.0
14.0,Red,Portugal,61.0,93,Península de Setúbal,Alicante Bouschet,2009.0
14.5,Red,Portugal,26.0,93,Alentejano,Portuguese Red,2011.0
14.0,Red,Portugal,40.0,93,Alentejano,Portuguese Red,2008.0
14.0,Red,Portugal,120.0,94,Douro,Portuguese Red,2009.0
14.0,Red,Portugal,68.0,94,Dão,Portuguese Red,2009.0
14.0,Red,Portugal,25.0,94,Alentejano,Portuguese Red,2010.0
13.5,Red,Portugal,55.0,94,Beira Interior,Portuguese Red,2010.0
14.5,Red,Portugal,50.0,94,Península de Setúbal,Portuguese Red,2008.0
13.5,Red,Portugal,18.0,90,Lisboa,Cabernet Sauvignon,2010.0
13.5,Red,Portugal,14.0,90,Dão,Portuguese Red,2009.0
14.0,Red,Portugal,19.0,89,Lisboa,Portuguese Red,2009.0
14.0,Red,Portugal,15.0,89,Alentejano,Portuguese Red,2011.0
14.0,Red,Portugal,13.0,89,Alentejano,Portuguese Red,2011.0
14.0,Red,Portugal,14.0,90,Beiras,Touriga Nacional,2010.0
14.0,Red,Portugal,44.0,90,Bairrada,Portuguese Red,2009.0
13.0,Red,Portugal,9.0,90,Tejo,Portuguese Red,2012.0
13.5,Red,Portugal,15.0,90,Douro,Portuguese Red,2010.0
14.0,Red,Portugal,13.0,90,Alentejano,Portuguese Red,2010.0
14.5,Red,Portugal,25.0,90,Alentejo,Portuguese Red,2009.0
14.0,Red,Portugal,35.0,90,Douro,Portuguese Red,2011.0
14.0,Red,Portugal,18.0,90,Alentejano,Touriga Nacional,2011.0
13.5,Red,Portugal,13.0,90,Tejo,Portuguese Red,2010.0
14.5,Red,Portugal,40.0,91,Alentejano,Portuguese Red,2008.0
14.0,Red,Portugal,15.0,91,Alentejano,Portuguese Red,2011.0
14.0,Red,Portugal,22.0,91,Alentejano,Portuguese Red,2011.0
15.0,Red,Portugal,35.0,91,Alentejo,Portuguese Red,2009.0
13.0,Red,Portugal,45.0,91,Douro,Portuguese Red,2010.0
14.5,Red,Portugal,25.0,91,Lisboa,Portuguese Red,2008.0
13.5,Red,Portugal,16.0,91,Dão,Portuguese Red,2009.0
13.5,Red,Portugal,18.0,91,Douro,Portuguese Red,2009.0
13.5,Red,Portugal,12.0,91,Douro,Portuguese Red,2010.0
13.0,Red,Portugal,13.0,91,Douro,Portuguese Red,2009.0
13.5,Red,Portugal,10.0,87,Alentejano,Touriga Nacional,2010.0
13.5,Red,Portugal,15.0,87,Douro,Portuguese Red,2010.0
13.0,Red,Portugal,13.0,87,Tejo,Portuguese Red,2012.0
14.0,Red,Portugal,10.0,87,Alentejano,Portuguese Red,2012.0
14.5,Red,Portugal,20.0,87,Península de Setúbal,Portuguese Red,2009.0
13.5,Red,Portugal,17.0,87,Alentejano,Portuguese Red,2011.0
14.0,Red,Portugal,11.0,88,Lisboa,Portuguese Red,2010.0
13.0,Red,Portugal,16.0,88,Dão,Portuguese Red,2010.0
13.5,Red,Portugal,10.0,88,Dão,Portuguese Red,2010.0
14.5,Red,Portugal,20.0,88,Alentejano,Portuguese Red,2009.0
14.5,Red,Portugal,15.0,88,Palmela,Castelão,2009.0
14.0,Red,Portugal,22.0,89,Alentejano,Portuguese Red,2011.0
14.5,Red,Portugal,30.0,89,Alentejano,Portuguese Red,2010.0
13.5,Red,Portugal,13.0,89,Dão,Touriga Nacional,2009.0
13.0,Red,Portugal,10.0,86,Tejo,Portuguese Red,2012.0
14.5,Red,Portugal,15.0,86,Península de Setúbal,Portuguese Red,2009.0
14.0,Red,Portugal,10.0,86,Lisboa,Portuguese Red,2010.0
14.0,Red,Portugal,10.0,86,Alentejano,Portuguese Red,2010.0
14.5,Red,Portugal,17.0,87,Lisboa,Portuguese Red,2009.0
15.5,Red,Portugal,18.0,84,Alentejano,Alicante Bouschet,2011.0
13.0,Red,Portugal,13.0,84,Douro,Portuguese Red,2012.0
14.0,Red,Portugal,30.0,84,Península de Setúbal,Merlot,2009.0
14.0,Red,Portugal,12.0,85,Alentejano,Portuguese Red,2010.0
13.0,Red,Portugal,9.0,85,Península de Setúbal,Portuguese Red,2011.0
13.0,Red,Portugal,11.0,85,Península de Setúbal,Portuguese Red,2012.0
13.5,Red,Portugal,10.0,85,Alentejano,Aragonez,2011.0
13.5,Red,Portugal,7.0,82,Lisboa,Portuguese Red,2011.0
13.5,Red,Portugal,18.0,91,Tejo,Portuguese Red,2010.0
14.5,Red,Portugal,26.0,91,Alentejano,Portuguese Red,2010.0
13.0,Red,Portugal,22.0,92,Tejo,Trincadeira,2009.0
14.0,Red,Portugal,24.0,92,Lisboa,Touriga Nacional,2009.0
14.5,Red,Portugal,20.0,90,Alentejano,Aragonez,2011.0
14.0,Red,Portugal,25.0,90,Lisboa,Portuguese Red,2010.0
13.5,Red,Portugal,20.0,90,Tejo,Portuguese Red,2010.0
13.0,Red,Portugal,13.0,87,Tejo,Touriga Nacional,2010.0
14.0,Red,Portugal,16.0,88,Lisboa,Portuguese Red,2009.0
14.0,Red,Portugal,50.0,88,Alentejano,Portuguese Red,2007.0
14.0,Red,Portugal,20.0,88,Alentejano,Syrah,2011.0
13.5,Red,Portugal,9.0,88,Tejo,Portuguese Red,2011.0
13.5,Red,Portugal,8.0,86,Tejo,Portuguese Red,2011.0
14.0,Red,Portugal,8.0,86,Douro,Portuguese Red,2011.0
14.0,Red,Portugal,20.0,87,Alentejano,Trincadeira,2011.0
14.0,Red,Portugal,15.0,87,Alentejano,Portuguese Red,2011.0
13.5,Red,Portugal,12.0,87,Douro,Portuguese Red,2011.0
13.5,Red,Portugal,11.0,85,Tejo,Portuguese Red,2009.0
14.0,Red,Portugal,8.0,85,Tejo,Portuguese Red,2010.0
13.5,Red,Portugal,10.0,85,Tejo,Portuguese Red,2010.0
13.5,Red,Portugal,13.0,86,Tejo,Portuguese Red,2010.0
13.0,Red,Portugal,14.0,86,Tejo,Portuguese Red,2010.0
13.0,Red,Portugal,6.0,82,Tejo,Portuguese Red,2011.0
14.0,Red,Portugal,30.0,92,Douro,Portuguese Red,2010.0
14.0,Red,Portugal,15.0,92,Tejo,Portuguese Red,2009.0
13.5,Red,Portugal,17.0,91,Douro,Touriga Nacional,2009.0
13.5,Red,Portugal,15.0,90,Tejo,Portuguese Red,2009.0
13.5,Red,Portugal,40.0,91,Tejo,Alfrocheiro,2009.0
14.5,Red,Portugal,15.0,91,Tejo,Portuguese Red,2010.0
13.5,Red,Portugal,11.0,91,Bairrada,Portuguese Red,2008.0
13.5,Red,Portugal,26.0,91,Dão,Portuguese Red,2008.0
14.0,Red,Portugal,15.0,92,Douro,Portuguese Red,2008.0
15.5,Red,Portugal,20.0,92,Bairrada,Portuguese Red,2009.0
14.0,Red,Portugal,40.0,88,Bairrada,Portuguese Red,2008.0
13.0,Red,Portugal,10.0,89,Tejo,Portuguese Red,2009.0
13.5,Red,Portugal,17.0,89,Douro,Portuguese Red,2010.0
14.0,Red,Portugal,11.0,89,Douro,Portuguese Red,2011.0
14.5,Red,Portugal,20.0,89,Bairrada,Portuguese Red,2009.0
14.0,Red,Portugal,9.0,90,Bairrada,Portuguese Red,2009.0
13.5,Red,Portugal,20.0,90,Dão,Portuguese Red,2009.0
14.5,Red,Portugal,15.0,90,Douro,Portuguese Red,2010.0
13.5,Red,Portugal,15.0,88,Douro,Portuguese Red,2010.0
13.0,Red,Portugal,23.0,88,Bairrada,Baga,2010.0
14.5,Red,Portugal,10.0,85,Bairrada,Portuguese Red,2009.0
13.5,Red,Portugal,11.0,86,Tejo,Portuguese Red,2010.0
13.5,Red,Portugal,11.0,87,Dão,Portuguese Red,2009.0
13.0,Red,Portugal,10.0,83,Tejo,Portuguese Red,2010.0
14.0,Red,Portugal,11.0,84,Tejo,Portuguese Red,2009.0
14.0,Red,Portugal,10.0,84,Douro,Portuguese Red,2011.0
14.5,Red,Portugal,30.0,93,Lisboa,Portuguese Red,2013.0
14.0,Red,Portugal,65.0,94,Lisboa,Rhône-style Red Blend,2012.0
14.0,Red,Portugal,100.0,95,Douro,Portuguese Red,2014.0
14.0,Red,Portugal,32.0,92,Lisboa,Portuguese Red,2013.0
14.5,Red,Portugal,25.0,92,Lisboa,Touriga Nacional,2013.0
14.5,Red,Portugal,45.0,92,Alentejo,Portuguese Red,2011.0
13.5,Red,Portugal,16.0,92,Douro,Portuguese Red,2014.0
13.0,Red,Portugal,60.0,92,Douro,Portuguese Red,2008.0
14.5,Red,Portugal,22.0,92,Lisboa,Portuguese Red,2013.0
13.5,Red,Portugal,48.0,92,Douro,Portuguese Red,2014.0
11.0,Red,Portugal,495.0,93,Colares,Ramisco,1934.0
13.5,Red,Portugal,58.0,91,Bairrada,Petit Verdot,2009.0
14.0,Red,Portugal,28.0,91,Douro,Portuguese Red,2014.0
14.5,Red,Portugal,49.0,91,Alentejano,Portuguese Red,2012.0
13.5,Red,Portugal,19.0,91,Lisboa,Portuguese Red,2013.0
13.5,Red,Portugal,25.0,91,Lisboa,Portuguese Red,2014.0
14.0,Red,Portugal,16.0,91,Península de Setúbal,Portuguese Red,2010.0
13.5,Red,Portugal,20.0,90,Lisboa,Syrah,2013.0
12.0,Red,Portugal,32.0,90,Colares,Ramisco,2007.0
13.0,Red,Portugal,28.0,90,Bairrada,Baga,2013.0
14.0,Red,Portugal,25.0,90,Lisboa,Portuguese Red,2013.0
14.0,Red,Portugal,16.0,90,Lisboa,Portuguese Red,2014.0
13.0,Red,Portugal,12.0,90,Douro,Portuguese Red,2013.0
14.0,Red,Portugal,40.0,90,Douro,Portuguese Red,2014.0
13.0,Red,Portugal,25.0,90,Douro,Portuguese Red,2012.0
14.0,Red,Portugal,24.0,90,Bairrada,Portuguese Red,2009.0
14.0,Red,Portugal,9.0,90,Lisboa,Portuguese Red,2014.0
11.0,Red,Portugal,550.0,89,Colares,Ramisco,1931.0
13.0,Red,Portugal,15.0,89,Lisboa,Portuguese Red,2014.0
14.5,Red,Portugal,28.0,89,Lisboa,Tinta Miúda,2013.0
13.0,Red,Portugal,15.0,89,Lisboa,Touriga Nacional,2014.0
14.5,Red,Portugal,19.0,89,Douro,Portuguese Red,2010.0
13.5,Red,Portugal,17.0,88,Douro,Portuguese Red,2014.0
13.0,Red,Portugal,13.0,88,Lisboa,Portuguese Red,2014.0
